Nome do Paiciente,Nome da Mãe,Data de Nascimento,CPF,CNS,CEP,Endereço,Número,Complemento,Bairro,Cidade,Estado
Luan Bezerra da Cruz,Lívia Benez Bezerra,06/03/1998,202.815.694-52,917707300913720,40089-037,Avenida Romero,396,Bc. 2 Ap. 15,Padilha Lovato,Santa Cléber d'Oeste,SP
Gabrielly Lourenço Madeira,Eduarda Lozano Aranda,16/06/2019,534.696.897-09,935436918487066,41825-665,Av. Perez,86352,Bloco C,Batista Fonseca,Suzana do Sul,PR
Ruth Queirós Salgado,Sabrina Brito Salazar,18/08/2016,032.080.074-18,787097432850992,48247-863,R. Teobaldo,92,Bloco C,da Silva Colaço,Furtado do Leste,AP
Sebastião Rezende Ortiz,Vitória Gusmão Pena,11/06/2018,660.615.394-87,709345895810255,17715-377,Avenida Fernando,33,Apto 4015,Gonçalves Carvalho,Alcantara d'Oeste,DF
Bella Bittencourt Colaço,Luciana Verdara Pacheco,23/12/2017,562.399.939-56,776403586667036,97219-480,R. Juliano Dominato,8,F,Leal Sepúlveda,São Leandro do Leste,PR
Benjamin Rico Benites,Manuela Duarte Caldeira,19/07/1999,849.801.425-59,796935088776501,75553-569,Avenida Jimenes,437,Bloco A,Queirós Delgado,Santa Everton,GO
Denis Souza Amaral,Eduarda Faria Marinho,29/03/1996,851.861.795-23,723256198537023,83679-714,Av. Ester Ramires,41,951º Andar,Flores Vila,Santa Laís,CE
Edilson Queirós Saraiva,Anita Saraiva Ferminiano,28/02/1978,612.737.825-77,936600705589539,80533-028,Avenida Lúcia,99238,Apto 07,Campos Arruda,Santiago do Sul,ES
Ohana Barros Neves,Aurora Fidalgo Corona,12/02/2012,504.293.205-40,757459198121345,57824-166,R. Torres,828,Bloco B,Dias Beltrão,São Olívia do Norte,AC
Emiliano Cortês Toledo,Juliane de Aguiar Serra,14/09/2019,073.527.164-08,857179651856703,38136-901,Travessa Delgado,82832,Apto 18,Cruz Alves,Santa Rogério d'Oeste,RS
Maya Pena Galhardo,Mirella Matos Assunção,19/06/2008,960.836.176-18,890718294724068,56993-465,Rua Andréia Cortês,48416,Bloco C,Vega Mendes,Vila Rodrigo do Leste,MT
Thaís Cervantes Queirós,Luna Sales Rocha,01/09/1983,887.779.985-45,745426769892600,89535-320,Av. Amélia,35,Apto 9720,Beltrão Velasques,Vila Gabi do Leste,TO
Luna Rios Amaral,Regina Meireles Cruz,28/12/1978,117.527.414-39,954844682717226,31671-963,Av. Sergio,89455,181º Andar,Serna Teles,Porto Cristian,SP
Joaquin Gil Camacho,Alessandra Neves Ortega,21/11/2010,266.258.929-98,905489605151388,52503-396,Rua Aparecida,1,Bc. 23 Ap. 75,Uchoa Ferreira,Vila Esther,RS
Sabrina Garcia Garcia,Emily Prado Abreu,12/08/1998,144.860.693-40,700586474084243,81229-766,Largo Ferreira,30820,Apto 44,Bonilha Meireles,Vila Amanda d'Oeste,MS
Maísa Maia Barreto,Maísa Carrara Santacruz,26/02/1974,192.564.983-08,764127595753368,48955-820,Travessa Julieta,46,Anexo,Roque Domingues,Sales d'Oeste,CE
Tábata Sanches Chaves,Ana Arruda Santos,06/12/1997,472.464.980-10,993724034461781,24964-930,Travessa Saraiva,6680,7º Andar,Delgado Zamana,Ferreira do Norte,PA
Théo Benites de Oliveira,Lavínia Dias de Aguiar,03/02/1975,568.038.506-68,797998938627976,97324-975,Avenida Ortega,46,Apto 6946,Camacho Rico,Gabrielly do Leste,AL
Ketlin Vieira Maia,Maya Reis Paes,05/06/1985,692.296.973-11,997103149856328,76889-557,Av. Franco,3518,Bloco C,Estrada Marin,Marcelo do Leste,RO
Ayla Marques Benites,Stephany Vasques Maia,13/04/1992,606.473.913-41,787864576196157,40989-840,Avenida Rogério,47,2º Andar,Colaço Zaragoça,Vasques do Sul,MG
João Delatorre Estrada,Daiane Chaves Pacheco,11/04/1996,693.501.202-32,871930394886110,35985-675,R. Josué Beltrão,5,Apto 467,Salas Vieira,Santa Noel,MS
Cezar Correia Rodrigues,Andréia Galindo Dominato,29/12/2020,072.447.658-00,704842673173080,68853-683,Travessa Mendonça,4,Bc. 1 Ap. 31,Vale Arruda,Yasmin do Norte,PR
Fabiano Cruz Molina,Luísa Santacruz Delatorre,10/12/2009,654.532.286-95,864659399803130,40551-994,Av. Lidiane,46432,0º Andar,Gonçalves Romero,Olga d'Oeste,PB
Milene Fidalgo Escobar,Léia Rodrigues Lozano,30/11/1991,898.746.552-75,902135893745992,92006-768,R. Jerônimo,262,Apto 9141,Alcantara Pedrosa,Ohana do Sul,AC
Iasmin Queirós Solano,Madalena Lutero Rivera,29/06/2008,901.772.464-13,956828646189568,03465-453,Travessa Simone,4,Anexo,Soto Barreto,Esther do Norte,RO
Simone Madeira Ramires,Violeta Aragão Flores,06/05/1999,982.434.201-00,740555585827277,91511-530,Av. Carvalho,222,Apto 16,Aragão de Oliveira,Santa Everton do Leste,ES
Fabiana Leon Flores,Sara Padilha Sanches,09/07/2022,560.525.430-86,769126909419880,48143-463,Rua Mateus Ramos,971,5º Andar,Franco Madeira,Porto Igor,AL
Reinaldo Matos Espinoza,Diana Lutero Padilha,28/06/1998,812.845.313-09,788372779114997,68342-028,Largo Gian de Aguiar,15,Apto 684,Maldonado Quintana,Vila Leo,BA
Carolina Barreto Ávila,Heloise Ávila Assunção,30/04/1986,206.947.566-28,907506991359009,63938-820,Rua Rezende,737,16º Andar,Neves Pontes,Allison do Sul,PR
Yuri Serna Verdugo,Manuela Batista Galindo,09/02/2016,358.853.375-35,944334850837472,59001-717,Travessa Noelí,32071,Fundos,Arruda Oliveira,Ortiz d'Oeste,PB
Renata Teles Velasques,Clara Caldeira Amaral,20/05/1970,050.879.403-07,824248513970308,24526-878,Av. Elis,6,Apto 42,Serra Guerra,Porto Hosana,RR
Késia Rocha Uchoa,Elaine Matos Valdez,05/01/2010,246.897.086-14,862877635158159,22163-444,Largo Felipe,87740,Apto 62,Domingues Prado,Augusto do Norte,AL
Cristiana Branco Toledo,Carol Feliciano Espinoza,11/12/2000,471.970.451-42,718081386938715,46643-874,Travessa Tatiane de Aguiar,21,6º Andar,Rocha Fonseca,Jácomo d'Oeste,AP
Renan Quintana Arruda,Daniela Beltrão Toledo,20/10/1976,513.022.378-02,701015915271025,12767-110,Av. Sandoval,476,Apto 18,Cordeiro de Oliveira,São Elaine,AC
Maximiano Santana Bonilha,Hortência Marés Fernandes,23/08/1992,761.930.988-87,734429250731901,86778-139,Rua Urias,31,Anexo,Verdugo Batista,São Elisa,PA
Cláudio Cortês Oliveira,Bianca Deverso Molina,03/07/1986,877.867.543-00,915259141089581,20471-155,R. Carmona,6809,6º Andar,Delatorre Toledo,Santa Camila,CE
Adriel Cervantes Romero,Angélica Beltrão Caldeira,23/06/2005,494.518.725-82,725135677000344,61187-770,Travessa Prado,18707,Bloco A,Cordeiro Ferraz,Benites do Norte,PE
Maicon D'ávila Neves,Milene Pontes Burgos,04/02/2002,748.009.421-36,799357139076511,08578-386,Rua Cíntia,98603,Bloco B,Bonilha Rios,Márcio do Leste,AM
Isadora Gonçalves Amaral,Vanessa Maia Marinho,17/07/1971,008.474.549-59,962459883300542,00053-687,R. Sepúlveda,3,7º Andar,Burgos Furtado,São Agustina d'Oeste,PB
Michelle Faro Feliciano,Júlia Domingues Mendonça,29/09/2022,587.224.846-63,931066020597188,30641-878,Rua Renata Mendes,67284,Bloco A,Serna Escobar,da Silva do Sul,PR
Cristóvão Romero Ferreira,Ariane Queirós Vieira,19/01/2013,071.666.741-05,811872188460285,36837-955,Rua Gisele Paes,86,Anexo,Esteves Domingues,Porto Samanta d'Oeste,CE
Bella Sales Ramos,Marília Godói Rodrigues,23/03/2018,383.354.130-02,926314842954173,02543-972,Largo Helena,89778,Fundos,Galhardo Alcantara,Julieta do Norte,RS
Agostinho Ramos Carmona,Cristina Delgado Lovato,21/09/1987,662.604.569-56,712184735224847,86954-427,Avenida Souza,2,Bloco C,Vasques Benites,Barreto do Leste,PI
Jerônimo Souza Maldonado,Giovana Valdez Valentin,05/07/1989,761.764.383-73,858048360883540,83614-539,Largo Furtado,8015,Apto 24,Rezende Sandoval,Santa Daniel d'Oeste,RR
Benedito Assunção Benites,Eduarda Pacheco Ferreira,20/06/1980,440.647.066-25,764913006986876,95243-197,R. Inácio,53,Bloco A,Serna Pereira,São Estela d'Oeste,DF
Wellington das Neves Garcia,Stefany da Cruz Padilha,10/02/2004,608.231.285-63,771236289980000,74796-578,R. Wagner,3,Anexo,Paes Pedrosa,Santa Adriano do Leste,RJ
Paulo Vila Marés,Patrícia da Silva de Oliveira,03/01/2019,330.550.877-98,886243544912062,44654-459,Avenida Rico,76,Apto 883,Dominato Valência,Santa Isaac,RJ
Jasmin Romero Alcantara,Laiane Pereira Branco,31/07/1978,990.966.337-68,881459313177521,35796-826,Av. Tâmara,961,F,Cortês Pena,Márcia do Leste,PE
César Zaragoça Santana,Talita Teles Carrara,21/09/1985,297.477.870-40,923472968195584,09038-392,Largo Abreu,35134,F,Neves Santacruz,Queirós do Norte,TO
Estêvão Faria Carmona,Isabella Cervantes Soto,20/11/2002,331.945.569-91,922786675857160,08073-941,R. Thiago,44467,Apto 67,Cruz da Cruz,Rosana do Norte,PI
Mateus Salas Santana,Elaine Fonseca Brito,26/11/1977,403.969.240-34,936955711678132,17640-746,Travessa Benício Beltrão,60,Apto 90,Queirós Chaves,Porto Augusto,PA
Giovana Lourenço Rangel,Lidiane de Oliveira Queirós,07/04/1987,428.970.461-12,767031368682141,48099-507,Travessa Emiliano Godói,8838,Fundos,Vila das Dores,Emily d'Oeste,CE
Leo Galhardo de Aguiar,Márcia Ramires Vega,30/07/2005,064.764.981-00,945454702261308,06734-325,Av. Quintana,6620,Bloco A,Correia Rosa,Chaves do Leste,RN
Maísa das Dores Bonilha,Maiara Soto Reis,21/11/1992,234.054.824-10,999203150316558,47234-573,Av. Yohanna Martines,64,Bloco C,Vale Ramires,Porto Vicente,PR
Carlos Ortiz Fonseca,Alexa Rivera Furtado,13/08/2016,269.064.933-02,703456287148603,46087-124,R. Branco,95,Bc. 08 Ap. 39,Serra da Rosa,Vila Clara,PR
Lia Prado Bonilha,Maiara Franco Marin,11/09/1993,914.148.275-12,811353341322527,25586-934,Avenida Maximiano,8,Fundos,Ramires Grego,Santa Viviane,RJ
Ronaldo Benez Ávila,Estela Lira Delgado,01/08/1983,207.547.185-14,751059728674650,38307-427,Travessa Matheus,22880,Apto 2,Corona Arruda,Santa Walter do Norte,DF
Gabrielle Beltrão Martines,Alma Solano Brito,28/05/1980,693.427.027-40,961177011845885,77787-860,Largo Samara Paes,3734,Bloco C,Dominato Uchoa,Mauro do Leste,PI
Sophie Matias de Souza,Mariana Salazar da Silva,12/10/2005,107.687.137-22,902032899992906,80518-253,Av. Ester,25,Anexo,Aragão Souza,Robson do Sul,MT
Eduarda Vasques Carmona,Léia Delatorre Estrada,17/01/2019,979.411.963-60,837339791408898,13183-206,Av. Ruth Godói,41122,Bloco B,Cordeiro Sandoval,Hosana do Leste,PA
Ítalo Padilha Sandoval,Flávia Mendes Barros,28/07/1991,992.013.856-84,853614720482259,64339-271,Av. Angélica,9,Bc. 26 Ap. 68,Cervantes Martines,Larissa do Sul,RN
Pérola Leon Leal,Débora Perez Ferminiano,14/09/2001,812.052.820-41,789400563284938,35545-956,Avenida da Silva,619,Apto 5,Maldonado Valência,Porto Elias do Leste,RJ
Norma Serra Verdugo,Thalissa da Silva Carrara,26/01/1995,385.863.866-85,996246324092682,86645-616,R. Padrão,7405,Apto 31,Delvalle de Aguiar,Mônica do Leste,AP
Isaac Maldonado Pedrosa,Iasmin Queirós Gusmão,18/02/2006,761.514.374-89,780603371644461,40254-806,Largo Rosa,68,656º Andar,Meireles Alves,Porto Nathalia,MT
Jonas Lira Madeira,Patrícia Ramos Esteves,09/11/1975,720.269.289-91,729544737158966,23647-838,Rua Gabrielly Escobar,487,Bloco A,Ferminiano Padrão,Carvalho do Norte,PB
David de Souza Marinho,Noemi Guerra Roque,06/11/2016,696.694.285-56,974719479315720,00722-270,R. Godói,387,F,Reis Flores,Porto Stephanie,PB
Nicolas Salas Teles,Raysa Abreu Ferraz,13/10/2000,842.415.634-06,842853852858177,34963-226,Av. Rosa,746,F,Chaves Saraiva,Maraisa do Sul,PI
Silvana Paz Chaves,Mary Medina Assunção,13/03/2004,747.003.281-93,859408138049348,69900-073,R. Bernardo,5,Anexo,Gomes Zambrano,de Souza d'Oeste,AC
José Dias Feliciano,Agatha Marés Tamoio,06/01/2013,131.042.469-12,968945373266939,02076-886,Av. das Dores,271,Bloco A,Salgado Neves,Vila Roberta,AL
Gilberto Leal Pedrosa,Maria Pontes Azevedo,19/01/2003,981.892.107-00,740353991268761,60810-560,Avenida Giovanna,6,Bloco C,Garcia Gil,Porto David,AC
Thales Marinho Bonilha,Silvana Reis Benites,08/11/1970,329.520.902-20,958656020944178,39821-529,Avenida Fonseca,3,Bloco B,Brito Souza,Afonso do Norte,RS
Alana Marinho Furtado,Nayara Marés Matias,10/06/2009,829.000.178-90,857077587328453,18814-119,Rua Ariane,14,Bloco A,Valência Mendes,Vanessa do Norte,DF
Victor Queirós Rivera,Hosana Paes Galindo,16/08/2003,518.905.745-38,999352911474930,23288-905,Travessa Marina,5,7º Andar,Mendes Torres,Júlio do Sul,AC
Nayara Chaves Pacheco,Léia Gusmão de Oliveira,16/02/1973,288.930.634-84,831231772233233,94070-376,R. Emílio Rico,2,Bloco A,Faria Amaral,Porto Irene do Sul,MG
Paulina Carmona Godói,Michelle Soto Medina,22/02/1996,958.514.149-36,987360459970097,06385-786,Travessa Valdez,6,Apto 6690,Quintana Paes,São Lívia do Leste,RR
Rogério Marés Galvão,Pietra Rangel Vila,31/01/1993,564.355.896-31,741542057319056,54474-772,Largo Gabi Ávila,6,Fundos,Mendes Barros,Porto Gustavo,BA
Igor Bezerra Assunção,Ketlin Espinoza Bittencourt,20/10/1982,716.881.384-63,909294996765479,88589-694,R. Maldonado,64,Apto 772,da Cruz Pacheco,Santa Marco do Leste,SE
Eric Azevedo Sandoval,Giovanna Quintana Matos,11/07/2006,204.961.555-80,793422880886288,11327-925,Avenida Fernandes,9,Bc. 17 Ap. 85,Galvão Campos,Santa Adriano d'Oeste,PI
Lorena Deverso Aranda,Isabelly Queirós Soares,09/04/1986,734.820.548-86,763674469725312,75655-033,Av. Antônio Ramires,8274,Apto 242,da Cruz Verdara,Sepúlveda do Leste,RN
Eva Bonilha Rios,Stephanie Sanches Paz,08/01/2008,284.412.558-14,928539426752717,68165-472,Avenida Saraiva,5,Fundos,das Neves Santana,Amaral do Leste,MT
Ícaro Colaço Barreto,Sandra Toledo Mascarenhas,25/07/1978,700.965.945-19,909964136098475,59374-195,Travessa Bárbara,253,Apto 5407,Marés Reis,Santa Joyce do Norte,PB
Márcio Sanches Valente,Cynthia Molina Maldonado,13/02/1985,239.675.978-73,824814821667704,93901-466,Largo Ítalo,7,Bloco B,Rivera Casanova,São Tiago do Norte,SP
Maximiano Maia Dias,Denise Oliveira das Neves,15/03/1986,517.359.336-94,915613393577549,03990-341,R. Agustina,7958,F,Sepúlveda Duarte,Santa Lucio,PI
Artur Carmona Ferreira,Melina Cordeiro Molina,12/06/2020,504.158.720-57,708926694991268,01418-122,Largo Cláudio,6,Apto 5791,Sandoval Queirós,Porto Luis do Norte,SE
Luciano Guerra Ferreira,Micaela Ferraz Maia,27/12/1981,772.278.591-34,908163884552785,23216-809,Largo Escobar,2215,Fundos,Fonseca Verdugo,São Martinho do Sul,SE
Thalita Valência da Cruz,Laiane Cervantes Deverso,27/04/1992,402.061.680-98,899852773315386,03011-551,Rua Ricardo Azevedo,3658,Bloco C,Verdugo Abreu,Porto Analu do Sul,MG
Luna Queirós Faro,Franciele Zaragoça Matos,19/04/1990,182.710.526-75,832704010927375,48792-076,Travessa Gian,66,Bc. 5 Ap. 51,Reis Beltrão,Santa Cauan,DF
Melissa Deverso Neves,Tâmara Carmona Maia,15/09/1988,130.692.320-43,859072802785304,35359-937,Travessa Simão,3674,Bc. 19 Ap. 03,Maldonado Serra,Nayara do Sul,MA
Ruth Santiago Valência,Tessália Pereira Velasques,04/06/2009,737.835.906-80,735492653596745,93679-810,Avenida Tamoio,21796,Apto 68,Sepúlveda Delatorre,Maicon do Norte,PA
Eliane Leon Maldonado,Ketlin Matias Maia,02/04/2020,001.549.483-73,763323561939341,65563-097,Travessa Rosana Ferreira,36409,Apto 26,Benites Lira,São Cláudio do Norte,AC
Fabiano Santiago Garcia,Danielle Bonilha Zambrano,17/07/2008,070.544.177-63,981207315573196,47061-033,Av. Cláudia Faro,686,Bc. 3 Ap. 98,Galindo da Cruz,São Andréa,GO
Daniele Ortiz Pacheco,Adriana Fidalgo Cordeiro,20/08/2000,178.328.453-68,811394038072529,62234-308,Rua Michael,3441,Bloco B,Valentin Perez,Luzia do Sul,SC
Nicolas Beltrão Gil,Liz Queirós Aguiar,09/12/1975,623.851.534-16,786243204677281,80542-057,Avenida Nicolas Paz,558,423º Andar,Deverso Bezerra,Rodrigues do Sul,MG
Agostinho Rios da Cruz,Giovanna Uchoa Rico,08/11/1984,538.666.330-50,958559605883796,68516-411,Travessa Assunção,2643,Anexo,Esteves Carrara,Pena do Leste,MA
Hernani Cruz Delgado,Tábata Teles Colaço,17/06/1992,714.370.970-06,944087622399425,44447-074,Largo Bia,79562,Bc. 2 Ap. 09,Soares Lozano,Vila Christopher,SE
Dirce Fontes Maldonado,Isadora Garcia Oliveira,08/05/1982,640.452.309-47,929855329937289,40533-444,Rua Tatiane Molina,2642,Apto 2957,Rodrigues Maldonado,Vila Amanda do Leste,AP
Melina da Rosa Reis,Maya Delatorre Santiago,17/05/2020,844.177.751-92,985167726142915,26015-438,Avenida Noel Batista,5772,Bloco C,Delatorre Salazar,Rios do Norte,MS
Ohana Esteves Abreu,Agustina Carmona Meireles,27/03/2023,878.205.518-10,782810886451770,83103-150,R. Lívia Lutero,13,180º Andar,Serrano Pedrosa,Vila Thales do Sul,RS
Emílio de Souza Rangel,Paola Aragão Faro,29/09/2014,013.243.627-23,906092968160989,18315-103,Rua Thalita das Dores,5,F,de Souza Velasques,Vila Alessandra,PR
Henrique Neves Galhardo,Dayana Ramires Valente,27/08/1998,185.072.747-30,802894635438554,70949-485,R. Matos,80,Fundos,Balestero Prado,Porto Augusto,RJ
Adriana Reis Aguiar,Tessália de Aguiar Aragão,22/03/1998,450.250.118-25,862805454557424,37632-836,Avenida Hosana,1180,Bc. 50 Ap. 48,das Dores Medina,Porto Samuel do Leste,RJ
Renata Furtado Toledo,Maya Leon Vale,02/05/1976,783.549.226-18,972367524294559,73222-890,R. Nelson Teles,56,Fundos,Marques Pena,São Carlos,RJ
Camila Soto Faria,Daniela Saito Santana,06/01/1979,240.562.296-35,954811082002991,23212-163,Largo Esther Rangel,140,Fundos,Vieira Oliveira,Santa Juliane,RS
Michele Sanches Gil,Elisa Serra de Freitas,23/02/2008,356.768.447-79,914726946651465,06602-520,Largo Caio Alcantara,1266,Anexo,Ramires Paz,Galvão do Norte,AP
Mariana Lourenço Rivera,Bárbara Guerra Aguiar,30/09/2022,698.755.521-43,861170025138415,37258-144,Av. Suellen,32420,Apto 0799,Balestero Lovato,Vila Cléber,SE
Jennifer Carmona Godói,Nathalia Martines Paes,14/01/2005,738.976.500-37,821707276902657,37729-235,Largo Andressa,85932,Bloco A,Perez Teles,Vila Alexa,SE
Simone de Arruda Ávila,Maraisa Vila Ávila,04/02/1972,762.783.733-27,784852815415818,09557-946,Av. Rezende,7544,Apto 2860,Valente Soares,São Michael,MT
Sérgio Gonçalves Vasques,Noemi Maia Ramos,31/08/1982,785.334.499-68,792471163451498,39242-513,Rua Mari,358,Apto 41,Rodrigues Colaço,Paulina do Leste,RS
Eloah Casanova Matos,Eloá de Arruda Guerra,29/07/1976,212.432.705-43,756083583878736,81525-908,Avenida Soto,3,219º Andar,Flores Grego,São Adriana d'Oeste,SP
Katherine Cordeiro Espinoza,Daniella Madeira de Arruda,21/12/1997,893.204.569-09,718114909013284,94288-368,Largo Dayane,31178,Apto 2555,Verdugo da Rosa,Porto Diogo do Leste,RR
Valentin Rico Ramires,Heloísa Gil Verdugo,05/02/1988,011.671.878-14,920284703095084,76932-805,Avenida Danilo Abreu,4394,Apto 59,Saito Bittencourt,Porto Manuel,MG
Renato Marinho Sepúlveda,Emanuelly Alcantara Arruda,14/05/1982,016.087.962-05,942010868455981,38187-426,Largo Vitor da Silva,48,F,Bezerra Vasques,Cordeiro do Leste,AC
Julieta Campos Flores,Denise Pereira Leon,08/12/1974,305.534.500-26,988397080958502,61446-451,Travessa Marta de Aguiar,39539,705º Andar,Meireles Dominato,São Demian do Norte,PA
Renan Brito Santacruz,Eloah Uchoa Chaves,06/07/2004,435.061.788-49,753352339734536,82566-777,Rua Galhardo,8,797º Andar,Marin Pedrosa,Emilly d'Oeste,ES
Larissa Saito Vale,Louise Zambrano Delgado,03/04/2017,097.930.716-30,775588970963040,12660-831,Rua Adriana Corona,5,Bloco A,Casanova Gomes,Rogério do Sul,GO
Natan Lovato Queirós,Mary Gomes Matos,12/02/1990,761.770.818-19,774522602686445,18051-137,R. Bianca Marés,68,Fundos,Lutero Furtado,Leal do Leste,MS
Júlio Lovato Fontes,Débora da Cruz Amaral,24/08/1981,823.195.559-35,970440356160186,76595-644,R. Emanuel,94,94º Andar,Mascarenhas Verdugo,Vila Ingrid,BA
Guilherme Padilha da Cruz,Laiane Cortês Valência,04/07/1994,791.884.328-23,765464823807508,70407-095,Travessa Saito,73117,Anexo,Quintana Bonilha,Feliciano do Sul,BA
Cristiana Santiago Azevedo,Rayane Zaragoça Sales,19/09/1983,272.084.504-39,704908047003444,12041-694,Rua Eloah da Rosa,90899,6º Andar,Bonilha Campos,Heloísa do Norte,AC
Willian Corona Arruda,Yasmin Mendonça Vale,07/06/1974,215.239.126-85,728953274322829,98684-623,Rua Alessandra Santiago,54281,Bloco B,Delgado Quintana,Saulo do Sul,PI
Adriel Salgado Verdugo,Isabel Paz Oliveira,05/01/1985,810.472.627-70,844271368230068,73389-575,Av. Alícia Faria,76,Bloco C,Abreu Serra,Simão d'Oeste,TO
Maísa Santana Ferraz,Maiara Ortega Saito,24/10/1993,816.281.678-07,961543482611046,19323-360,Avenida Leo,4,Bc. 4 Ap. 70,Carvalho Vasques,Faria do Leste,MS
Emanuel Estrada Zamana,Flor Saraiva Uchoa,25/10/1979,751.368.850-84,788478305534183,02484-809,Avenida Vasques,8375,Apto 3,Gil Galhardo,Gisela do Norte,SE
Rosana Ferminiano Carrara,Alana Rios Matias,05/11/1971,215.603.052-90,835257190072995,57930-860,Avenida Francisco,18284,Apto 077,Gil Zaragoça,Vila Noemi do Leste,RR
Heloísa Ortega Teles,Flor Martines Martines,27/12/1993,070.932.484-70,826467927634624,56255-141,Rua Vale,63350,Fundos,Cortês Zambrano,Porto Gian,BA
Luan Pacheco Soto,Isabelly Batista Cordeiro,17/08/2003,661.169.780-29,927777941849278,38913-484,Av. André Madeira,6,F,Chaves Marin,São Edilson do Sul,AL
Fábio Barros Zaragoça,Cecília Benites Meireles,26/04/1989,697.461.619-89,782433149675249,38330-477,Largo Emiliano,69028,Bc. 0 Ap. 62,Dominato Leon,Simone d'Oeste,AL
Yuri Azevedo Bonilha,Juliana das Neves Mendes,16/04/2007,725.008.907-24,781464315687763,75011-484,R. Benício Serra,5074,Bloco B,Mascarenhas Uchoa,Ricardo do Leste,AM
Thalita Quintana Mendes,Lívia Sanches Rosa,05/05/2001,141.022.887-83,767813178694801,05495-208,Rua Erik Cordeiro,478,Apto 2,Lourenço Azevedo,Ferreira d'Oeste,PI
Verônica Mendes Arruda,Sabrina Delgado Saito,28/12/2011,598.650.975-75,943810494428841,86534-091,Rua Gabrielly Abreu,66,Apto 6579,Sanches Uchoa,São Ivana,PI
Eloah de Aguiar Marin,Marina Benites Pedrosa,07/11/1989,096.643.802-70,731582585137309,31890-347,Travessa Bruna Vasques,790,Bc. 4 Ap. 94,Espinoza Salgado,Santa Paloma,RN
Cecília Perez Galvão,Dirce Santos Medina,12/03/1988,247.767.114-60,748105322795411,85242-644,Av. Leal,2,898º Andar,Prado Arruda,Vila Isis d'Oeste,BA
Giovane Cortês Ferreira,Mia Vasques Beltrão,05/12/1975,539.852.918-88,832621031316292,37978-899,Rua Marco,7,135º Andar,Ferreira Paz,São Kelly do Sul,RS
Roberta Serra Galindo,Valéria D'ávila Fontes,06/11/1988,219.141.583-00,946480980961388,77873-382,Rua Santos,9,Apto 84,Uchoa Toledo,Corona d'Oeste,DF
Giovane Cordeiro Rezende,Débora Vila Chaves,14/12/2019,314.822.931-29,868434119613492,78493-435,Largo Corona,54,Anexo,Verdara Rezende,Porto Inácio,MT
Danilo Quintana Cervantes,Alessandra Urias Ávila,12/04/1981,089.405.331-00,743018736295068,46297-254,Avenida Lara,97671,Bc. 18 Ap. 54,Torres Ferreira,Danilo do Norte,ES
Marisa Velasques Serra,Emília Velasques Martines,02/12/2011,417.452.314-20,860359445550198,79024-602,Travessa Christian,2003,F,Sanches Flores,Santa Júlio do Norte,SE
Josefina Domingues Paz,Roberta Urias Chaves,21/06/1998,251.639.984-71,955844803653167,74050-782,R. Verdugo,29772,Anexo,Queirós Correia,Sheila do Norte,PB
Suzana Perez Aguiar,Isabella de Arruda Salazar,26/09/2020,124.184.735-54,940977058618060,92082-736,Rua Matos,24,Bloco C,Rezende Roque,Esteves do Sul,PR
Tatiana Domingues Rocha,Suellen Verdugo Pereira,23/02/1996,338.166.143-45,921732488628909,73956-940,Av. Vitória Madeira,8872,Anexo,Cordeiro Correia,Domingues d'Oeste,SC
Dayane Pacheco Bittencourt,Daniele Valente Ramires,07/10/2021,689.037.363-46,819077438993177,97631-831,Largo Nicole,64,Bc. 7 Ap. 07,Marques Barreto,Vila Aurora,RJ
Gabrielle Guerra Valdez,Isadora Quintana Chaves,18/07/1980,545.084.090-08,774602456968622,63041-808,Av. Fernando Marques,170,Anexo,Rico Soares,Ariane do Leste,MT
Maria de Souza Casanova,Ayla Rico Vega,13/06/2011,297.556.079-60,754574650181738,57156-006,Largo Gabriela,98,Apto 717,da Silva Valdez,São Demian,RO
Michael Oliveira Cruz,Nádia Aranda Gomes,26/05/1986,664.084.870-84,844877458704557,69707-738,Av. Montenegro,4185,Apto 8,Medina Lira,Santa Arthur do Leste,PB
Carolina Grego Serra,Marta Leal Fontes,18/11/2021,096.583.016-06,925678968367636,72701-666,Avenida Raissa Pena,3744,F,Garcia Lovato,Pontes do Sul,RR
Rafael Mendonça Abreu,Sueli Salazar Espinoza,19/02/1993,693.119.027-05,756670485328830,37099-854,R. Micaela Feliciano,65973,Bloco A,Rios Dias,Velasques do Leste,PB
Raphael Burgos Soto,Mariah Souza Verdugo,30/04/1989,849.174.212-33,958883379507018,00142-755,Avenida Anderson,2,Fundos,Cruz Escobar,Mendes do Leste,PR
Matheus Matias Ferreira,Joyce Valentin Domingues,07/12/1985,903.586.677-04,876290851809641,87654-184,R. da Cruz,3465,Bloco B,Marinho Perez,Vila Ellen,MS
Samanta Molina Medina,Karina Madeira Marés,13/02/2014,520.271.190-51,807905802802960,83707-385,Travessa Camila Marinho,2,1º Andar,Carmona Pereira,Santa Adriele,SC
Wellington Duarte Ferminiano,Luísa Galhardo Ramos,30/12/2001,155.278.414-25,816096353803378,88508-553,Avenida Janaina Estrada,2483,22º Andar,Dias Aragão,Mia d'Oeste,MT
Noel Marques Benez,Gisele Bezerra Cordeiro,20/10/2021,650.431.313-06,856226048040061,38182-957,Largo Simon,753,Bloco A,Madeira de Oliveira,Santa Renan d'Oeste,AL
